,Experiment,Board,Word1,Word2,Clue1,clueCount,wordpair,boardwords,boardnames,representation,prag_speaker_probs,prag_speaker_rank
150,E1,TrialList3,circle,dance,celebration,2,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.00013402026579383423,763
152,E1,TrialList3,circle,dance,circus,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,6.539143001458955e-05,1934
153,E1,TrialList3,circle,dance,formation,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.00013543674006612008,754
154,E1,TrialList3,circle,dance,group,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.00013667588796875297,743
155,E1,TrialList3,circle,dance,hula,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.009064521692146096,14
157,E1,TrialList3,circle,dance,mixer,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,6.549777213616403e-05,1931
159,E1,TrialList3,circle,dance,move,2,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.001488722105227462,56
160,E1,TrialList3,circle,dance,movement,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.0012501375715072618,61
161,E1,TrialList3,circle,dance,party,2,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.0006626973848140768,109
162,E1,TrialList3,circle,dance,performance,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.0002717078974301579,313
163,E1,TrialList3,circle,dance,prom,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.007037650417058734,17
164,E1,TrialList3,circle,dance,ritual,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,8.33663424191704e-05,1429
165,E1,TrialList3,circle,dance,round,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.03593374826057144,1
166,E1,TrialList3,circle,dance,shape,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.0035298342847669383,38
167,E1,TrialList3,circle,dance,social,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.00014078973602264932,724
168,E1,TrialList3,circle,dance,spin,4,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.011050981037198718,11
169,E1,TrialList3,circle,dance,square,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.004552884447997821,31
171,E1,TrialList3,circle,dance,twirl,1,circle-dance,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.020590410280907884,4
172,E1,TrialList3,famine,calorie,anorexia,1,famine-calorie,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,3.920919983453245e-06,258
173,E1,TrialList3,famine,calorie,appetite,1,famine-calorie,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.03844706071071654,6
174,E1,TrialList3,famine,calorie,deficit,1,famine-calorie,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,1.3411088409342851e-08,10740
175,E1,TrialList3,famine,calorie,diet,1,famine-calorie,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.010902725783284193,23
176,E1,TrialList3,famine,calorie,food,18,famine-calorie,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.06070117707630346,2
177,E1,TrialList3,famine,calorie,hunger,5,famine-calorie,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.037930391251157616,7
178,E1,TrialList3,famine,calorie,potato,1,famine-calorie,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,7.681089006195021e-07,459
179,E1,TrialList3,famine,calorie,starve,3,famine-calorie,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.04827017694081353,4
181,E1,TrialList3,hundred,economy,cash,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.0178783027188743,9
182,E1,TrialList3,hundred,economy,dollar,3,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.016896557781929257,11
183,E1,TrialList3,hundred,economy,dollars,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.06682956148471146,0
184,E1,TrialList3,hundred,economy,fortune,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.0011571880644286082,135
185,E1,TrialList3,hundred,economy,large,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,9.52260903918632e-07,1186
186,E1,TrialList3,hundred,economy,monetary,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.003046356411896727,82
187,E1,TrialList3,hundred,economy,money,13,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.046779919273147744,1
188,E1,TrialList3,hundred,economy,monopoly,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,3.429275771038155e-05,276
189,E1,TrialList3,hundred,economy,number,2,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,7.671520109862096e-05,240
190,E1,TrialList3,hundred,economy,percentage,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.0001084912313050293,225
191,E1,TrialList3,hundred,economy,price,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.006102271648570797,43
192,E1,TrialList3,hundred,economy,rich,2,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,4.8855362280459686e-05,256
193,E1,TrialList3,hundred,economy,stock,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.00058655816653061,158
194,E1,TrialList3,hundred,economy,Wall Street,1,hundred-economy,"['circle', 'dance', 'day', 'dark', 'famine', 'calorie', 'hundred', 'economy', 'ill', 'aid', 'jeans', 'blood', 'lion', 'stripes', 'literature', 'college', 'nurse', 'lawyer', 'wicked', 'disgust']",e1_board3_words,swow,0.0011374385641441023,136
195,E1,TrialList4,corpse,fight,abuse,1,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,9.828475596148411e-05,1101
196,E1,TrialList4,corpse,fight,battle,3,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.013517925739838423,5
197,E1,TrialList4,corpse,fight,body,1,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0020204158366046803,58
198,E1,TrialList4,corpse,fight,dark,1,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,9.783080771973223e-05,1113
199,E1,TrialList4,corpse,fight,dead,2,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0274516651146453,2
200,E1,TrialList4,corpse,fight,death,6,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.025010007993888732,3
201,E1,TrialList4,corpse,fight,fatal,1,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.004097462254614226,32
202,E1,TrialList4,corpse,fight,funeral,1,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.006579170919784103,12
203,E1,TrialList4,corpse,fight,gladiator,1,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0007937807178577841,111
204,E1,TrialList4,corpse,fight,gun,1,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.00023024638914974049,396
206,E1,TrialList4,corpse,fight,kill,1,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.001835072466119737,64
208,E1,TrialList4,corpse,fight,murder,1,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0028698055365808514,45
209,E1,TrialList4,corpse,fight,war,7,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.004665801878099457,23
210,E1,TrialList4,corpse,fight,zombie,2,corpse-fight,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0009843835144876893,94
211,E1,TrialList4,graph,copy,analyze,1,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,8.101220378189204e-05,1902
212,E1,TrialList4,graph,copy,cheat,1,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.00020665854023497725,573
213,E1,TrialList4,graph,copy,computer,2,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0002277794149421739,498
214,E1,TrialList4,graph,copy,data,2,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0005357269137417642,179
215,E1,TrialList4,graph,copy,document,1,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.002745092452323732,27
216,E1,TrialList4,graph,copy,excel,3,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,5.191025338937647e-05,3262
217,E1,TrialList4,graph,copy,homework,3,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.00029590722431429125,361
218,E1,TrialList4,graph,copy,math,2,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0028839059930297556,24
219,E1,TrialList4,graph,copy,Microsoft,1,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,1.592384265867374e-05,9022
220,E1,TrialList4,graph,copy,note,1,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0006494281936599562,139
221,E1,TrialList4,graph,copy,number,1,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0007592512437259687,112
222,E1,TrialList4,graph,copy,office,1,graph-copy,"['ceiling', 'carpet', 'corpse', 'fight', 'extension', 'fangs', 'garden', 'cautious', 'glacier', 'berry', 'graph', 'copy', 'kitchen', 'egg', 'reality', 'island', 'teacher', 'fruit', 'wrist', 'clock']",e1_board4_words,swow,0.0008470426281468633,92
