wordpair,Level,candidate_type,type,n_steps,n_model_candidates,n_human_candidates,n_intersection,intersection
travel-ankle,hard,clueOption5,intersection,1024,11744,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,intersection,2048,12009,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,intersection,4096,12122,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,2,185,6,5,"['foot', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,4,1779,6,5,"['foot', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,8,3856,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,16,5965,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,32,7927,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,64,9561,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,128,10774,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,256,11497,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,512,11899,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,1024,12082,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,2048,12160,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption5,union,4096,12184,6,6,"['foot', 'jogging', 'run', 'drive', 'feet', 'boots']"
travel-ankle,hard,clueOption6,intersection,2,2,3,0,[]
travel-ankle,hard,clueOption6,intersection,4,271,3,0,[]
travel-ankle,hard,clueOption6,intersection,8,1146,3,0,[]
travel-ankle,hard,clueOption6,intersection,16,2590,3,1,['leg']
travel-ankle,hard,clueOption6,intersection,32,4356,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,intersection,64,6314,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,intersection,128,8382,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,intersection,256,10058,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,intersection,512,11141,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,intersection,1024,11744,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,intersection,2048,12009,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,intersection,4096,12122,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,2,185,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,4,1779,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,8,3856,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,16,5965,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,32,7927,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,64,9561,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,128,10774,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,256,11497,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,512,11899,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,1024,12082,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,2048,12160,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption6,union,4096,12184,3,2,"['joint', 'leg']"
travel-ankle,hard,clueOption7,intersection,2,2,1,0,[]
travel-ankle,hard,clueOption7,intersection,4,271,1,0,[]
travel-ankle,hard,clueOption7,intersection,8,1146,1,0,[]
travel-ankle,hard,clueOption7,intersection,16,2590,1,0,[]
travel-ankle,hard,clueOption7,intersection,32,4356,1,0,[]
travel-ankle,hard,clueOption7,intersection,64,6314,1,0,[]
travel-ankle,hard,clueOption7,intersection,128,8382,1,0,[]
travel-ankle,hard,clueOption7,intersection,256,10058,1,0,[]
travel-ankle,hard,clueOption7,intersection,512,11141,1,0,[]
travel-ankle,hard,clueOption7,intersection,1024,11744,1,0,[]
travel-ankle,hard,clueOption7,intersection,2048,12009,1,0,[]
travel-ankle,hard,clueOption7,intersection,4096,12122,1,0,[]
travel-ankle,hard,clueOption7,union,2,185,1,0,[]
travel-ankle,hard,clueOption7,union,4,1779,1,0,[]
travel-ankle,hard,clueOption7,union,8,3856,1,0,[]
travel-ankle,hard,clueOption7,union,16,5965,1,0,[]
travel-ankle,hard,clueOption7,union,32,7927,1,0,[]
travel-ankle,hard,clueOption7,union,64,9561,1,0,[]
travel-ankle,hard,clueOption7,union,128,10774,1,0,[]
travel-ankle,hard,clueOption7,union,256,11497,1,0,[]
travel-ankle,hard,clueOption7,union,512,11899,1,0,[]
travel-ankle,hard,clueOption7,union,1024,12082,1,0,[]
travel-ankle,hard,clueOption7,union,2048,12160,1,0,[]
travel-ankle,hard,clueOption7,union,4096,12184,1,0,[]
army-drum,medium,clueOption1,intersection,2,2,22,0,[]
army-drum,medium,clueOption1,intersection,4,309,22,11,"['beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'military', 'soldier', 'bang', 'band', 'marching']"
army-drum,medium,clueOption1,intersection,8,1224,22,13,"['beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'boom', 'bang', 'band', 'line', 'marching']"
army-drum,medium,clueOption1,intersection,16,2624,22,14,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'military', 'soldier', 'boom', 'bang', 'band', 'line', 'marching']"
army-drum,medium,clueOption1,intersection,32,4388,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'boom', 'bang', 'instrument', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,intersection,64,6481,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,intersection,128,8459,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,intersection,256,10063,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,intersection,512,11138,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,intersection,1024,11729,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,intersection,2048,12011,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,intersection,4096,12125,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'military', 'soldier', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,2,180,22,12,"['rhythm', 'beat', 'sound', 'loud', 'navy', 'boom', 'military', 'instrument', 'soldier', 'boy', 'bang', 'band']"
army-drum,medium,clueOption1,union,4,1771,22,15,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'military', 'soldier', 'boom', 'bang', 'instrument', 'band', 'warrior', 'marching']"
army-drum,medium,clueOption1,union,8,3817,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'boom', 'bang', 'instrument', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,16,5914,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'military', 'soldier', 'boom', 'bang', 'instrument', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,32,7960,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'boom', 'bang', 'instrument', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,64,9609,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,128,10804,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,256,11524,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,512,11900,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,1024,12084,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,2048,12160,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'soldier', 'military', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption1,union,4096,12189,22,16,"['rhythm', 'beat', 'sound', 'weapon', 'loud', 'navy', 'boy', 'military', 'soldier', 'instrument', 'bang', 'boom', 'band', 'warrior', 'line', 'marching']"
army-drum,medium,clueOption2,intersection,2,2,25,1,['battle']
army-drum,medium,clueOption2,intersection,4,309,25,12,"['kill', 'beat', 'music', 'boy', 'military', 'gun', 'big', 'war', 'battle', 'band', 'marching', 'play']"
army-drum,medium,clueOption2,intersection,8,1224,25,14,"['kill', 'America', 'beat', 'parade', 'music', 'boy', 'military', 'gun', 'big', 'war', 'battle', 'band', 'marching', 'play']"
army-drum,medium,clueOption2,intersection,16,2624,25,16,"['order', 'kill', 'lead', 'America', 'beat', 'parade', 'music', 'boy', 'gun', 'military', 'big', 'war', 'battle', 'band', 'marching', 'play']"
army-drum,medium,clueOption2,intersection,32,4388,25,17,"['order', 'kill', 'lead', 'America', 'beat', 'parade', 'music', 'boy', 'gun', 'military', 'instrument', 'big', 'war', 'battle', 'band', 'marching', 'play']"
army-drum,medium,clueOption2,intersection,64,6481,25,19,"['play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'order', 'battle', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'big']"
army-drum,medium,clueOption2,intersection,128,8459,25,21,"['stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'order', 'battle', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,intersection,256,10063,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'order', 'battle', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,intersection,512,11138,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'battle', 'order', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,intersection,1024,11729,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'battle', 'order', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,intersection,2048,12011,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'battle', 'order', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,intersection,4096,12125,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'battle', 'order', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,union,2,180,25,13,"['kill', 'parade', 'beat', 'music', 'sticks', 'military', 'instrument', 'boy', 'gun', 'war', 'battle', 'band', 'play']"
army-drum,medium,clueOption2,union,4,1771,25,17,"['order', 'kill', 'America', 'beat', 'parade', 'music', 'boy', 'military', 'gun', 'sticks', 'instrument', 'big', 'war', 'battle', 'band', 'marching', 'play']"
army-drum,medium,clueOption2,union,8,3817,25,19,"['play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'order', 'battle', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'military', 'gun', 'assembly', 'big']"
army-drum,medium,clueOption2,union,16,5914,25,19,"['play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'order', 'battle', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'big']"
army-drum,medium,clueOption2,union,32,7960,25,19,"['play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'order', 'battle', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'big']"
army-drum,medium,clueOption2,union,64,9609,25,21,"['stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'order', 'battle', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,union,128,10804,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'order', 'battle', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,union,256,11524,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'order', 'battle', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,union,512,11900,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'battle', 'order', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,union,1024,12084,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'battle', 'order', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,union,2048,12160,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'battle', 'order', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption2,union,4096,12189,25,22,"['intimidate', 'stomp', 'play', 'beat', 'parade', 'sticks', 'instrument', 'war', 'battle', 'order', 'band', 'marching', 'kill', 'lead', 'America', 'music', 'boy', 'gun', 'military', 'assembly', 'formation', 'big']"
army-drum,medium,clueOption3,intersection,2,2,28,1,['battle']
army-drum,medium,clueOption3,intersection,4,309,28,12,"['major', 'beat', 'loud', 'music', 'soldier', 'military', 'group', 'war', 'fight', 'battle', 'band', 'marching']"
army-drum,medium,clueOption3,intersection,8,1224,28,15,"['major', 'marching', 'beat', 'loud', 'music', 'soldier', 'military', 'group', 'listen', 'war', 'fight', 'battle', 'band', 'line', 'football']"
army-drum,medium,clueOption3,intersection,16,2624,28,15,"['major', 'marching', 'beat', 'loud', 'music', 'military', 'soldier', 'group', 'listen', 'war', 'fight', 'battle', 'band', 'line', 'football']"
army-drum,medium,clueOption3,intersection,32,4388,28,19,"['loud', 'soldier', 'group', 'troops', 'line', 'football', 'major', 'beat', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'military', 'listen', 'fight', 'step']"
army-drum,medium,clueOption3,intersection,64,6481,28,21,"['loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'military', 'listen', 'suspense', 'fight', 'step']"
army-drum,medium,clueOption3,intersection,128,8459,28,22,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'military', 'listen', 'suspense', 'fight', 'step']"
army-drum,medium,clueOption3,intersection,256,10063,28,23,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'anthem', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'listen', 'military', 'suspense', 'fight', 'step']"
army-drum,medium,clueOption3,intersection,512,11138,28,23,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'anthem', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'listen', 'military', 'suspense', 'fight', 'step']"
army-drum,medium,clueOption3,intersection,1024,11729,28,23,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'anthem', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'listen', 'military', 'suspense', 'fight', 'step']"
army-drum,medium,clueOption3,intersection,2048,12011,28,23,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'anthem', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'listen', 'military', 'suspense', 'fight', 'step']"
army-drum,medium,clueOption3,intersection,4096,12125,28,23,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'anthem', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'listen', 'military', 'suspense', 'fight', 'step']"
army-drum,medium,clueOption3,union,2,180,28,13,"['major', 'beat', 'loud', 'music', 'military', 'instrument', 'soldier', 'percussion', 'war', 'troops', 'fight', 'battle', 'band']"
army-drum,medium,clueOption3,union,4,1771,28,18,"['explosive', 'major', 'beat', 'loud', 'music', 'soldier', 'military', 'group', 'percussion', 'instrument', 'war', 'listen', 'troops', 'football', 'fight', 'battle', 'band', 'marching']"
army-drum,medium,clueOption3,union,8,3817,28,19,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'instrument', 'war', 'battle', 'band', 'marching', 'music', 'military', 'listen', 'fight']"
army-drum,medium,clueOption3,union,16,5914,28,20,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'military', 'listen', 'fight']"
army-drum,medium,clueOption3,union,32,7960,28,22,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'military', 'listen', 'suspense', 'fight', 'step']"
army-drum,medium,clueOption3,union,64,9609,28,22,"['explosive', 'loud', 'soldier', 'group', 'percussion', 'troops', 'line', 'football', 'major', 'beat', 'instrument', 'war', 'battle', 'band', 'marching', 'national', 'music', 'military', 'listen', 'suspense', 'fight', 'step']"
