"wordpair","clue","guess","count"
"rude-regret","hindsight","mild-lane",1
"rude-regret","hindsight","mild-rude",1
"rude-regret","hindsight","mild-tiny",1
"rude-regret","hindsight","paper-gray",1
"rude-regret","hindsight","regret-fairy",1
"rude-regret","hindsight","regret-gray",1
"rude-regret","hindsight","regret-jam",1
"rude-regret","hindsight","regret-kind",1
"rude-regret","hindsight","regret-lane",1
"rude-regret","hindsight","regret-luck",1
"rude-regret","hindsight","regret-regret",2
"rude-regret","hindsight","regret-road",1
"rude-regret","hindsight","regret-rude",5
"rude-regret","hindsight","road-luck",1
"rude-regret","hindsight","road-regret",1
"rude-regret","hindsight","road-tool",1
"rude-regret","hindsight","shine-bulb",1
"rude-regret","hindsight","shine-jam",1
"rude-regret","hindsight","tool-luck",1
"rude-regret","mean","chip-jam",1
"rude-regret","mean","gray-kind",1
"rude-regret","mean","jam-rude",1
"rude-regret","mean","kind-mild",1
"rude-regret","mean","kind-rude",1
"rude-regret","mean","regret-kind",1
"rude-regret","mean","regret-rude",1
"rude-regret","mean","rude-chip",1
"rude-regret","mean","rude-gray",2
"rude-regret","mean","rude-hammer",1
"rude-regret","mean","rude-jam",1
"rude-regret","mean","rude-kind",4
"rude-regret","mean","rude-regret",13
"rude-regret","mean","teeth-rude",1
"rude-regret","shame","gray-chip",1
"rude-regret","shame","gray-regret",1
"rude-regret","shame","holy-luck",1
"rude-regret","shame","jam-regret",1
"rude-regret","shame","jam-road",1
"rude-regret","shame","luck-regret",1
"rude-regret","shame","regret-gray",1
"rude-regret","shame","regret-mild",2
"rude-regret","shame","regret-rude",13
"rude-regret","shame","regret-tiny",1
"rude-regret","shame","rude-fairy",1
"rude-regret","shame","rude-gray",1
"rude-regret","shame","rude-regret",4
"rude-regret","shame","tiny-regret",1
"school-stop","break","bandit-knife",1
"school-stop","break","brake-aircraft",1
"school-stop","break","brake-knife",2
"school-stop","break","brake-riot",1
"school-stop","break","brake-sphinx",1
"school-stop","break","brake-stop",2
"school-stop","break","brake-trigger",1
"school-stop","break","faith-brake",1
"school-stop","break","killer-bandit",2
"school-stop","break","killer-brake",1
"school-stop","break","killer-knife",1
"school-stop","break","knife-bandit",1
"school-stop","break","knife-brake",1
"school-stop","break","knife-slick",1
"school-stop","break","riot-bandit",2
"school-stop","break","riot-brake",1
"school-stop","break","riot-riot",1
"school-stop","break","school-laundry",1
"school-stop","break","school-stop",2
"school-stop","break","school-trigger",1
"school-stop","break","stop-brake",2
"school-stop","break","stop-knife",3
"school-stop","crosswalk","grace-school",1
"school-stop","crosswalk","riot-perform",1
"school-stop","crosswalk","school-aircraft",1
"school-stop","crosswalk","school-brake",4
"school-stop","crosswalk","school-faith",1
"school-stop","crosswalk","school-killer",1
"school-stop","crosswalk","school-riot",1
"school-stop","crosswalk","school-stop",11
"school-stop","crosswalk","stop-brake",5
"school-stop","crosswalk","stop-school",3
"school-stop","crosswalk","stop-sphinx",1
"school-stop","end","beginning-brake",1
"school-stop","end","beginning-school",1
"school-stop","end","beginning-stop",5
"school-stop","end","brake-stop",1
"school-stop","end","grace-foam",1
"school-stop","end","school-riot",1
"school-stop","end","stop-beginning",5
"school-stop","end","stop-brake",9
"school-stop","end","stop-killer",2
"school-stop","end","stop-riot",1
"school-stop","end","stop-school",1
"school-stop","end","stop-stop",1
"school-stop","end","trigger-stop",1
"school-stop","sign","aircraft-school",1
"school-stop","sign","alto-riot",1
"school-stop","sign","faith-stop",1
"school-stop","sign","foam-stop",1
"school-stop","sign","school-faith",1
"school-stop","sign","school-riot",1
"school-stop","sign","school-slick",1
"school-stop","sign","school-stop",1
"school-stop","sign","stop-alto",1
"school-stop","sign","stop-brake",7
"school-stop","sign","stop-faith",1
"school-stop","sign","stop-gas",3
"school-stop","sign","stop-school",9
"school-stop","sign","stop-trigger",1
"sit-stand","chair","elm-pine",1
"sit-stand","chair","exact-crust",1
"sit-stand","chair","flat-sit",1
"sit-stand","chair","sit-flat",7
"sit-stand","chair","sit-pine",4
"sit-stand","chair","sit-rock",4
"sit-stand","chair","sit-stand",7
"sit-stand","chair","sit-white",1
"sit-stand","chair","stand-sit",3
"sit-stand","chair","white-pine",1
"sit-stand","position","exact-found",2
"sit-stand","position","exact-river",1
"sit-stand","position","fill-stand",1
"sit-stand","position","flat-stand",1
"sit-stand","position","found-ideal",1
"sit-stand","position","found-lost",1
"sit-stand","position","ideal-clever",1
"sit-stand","position","ideal-stand",1
"sit-stand","position","sit-clever",1
"sit-stand","position","sit-flat",1
"sit-stand","position","sit-ideal",1
"sit-stand","position","sit-lost",1
"sit-stand","position","sit-stand",10
"sit-stand","position","stand-exact",2
"sit-stand","position","stand-ideal",1
"sit-stand","position","stand-lost",1
"sit-stand","position","stand-sit",3
"sit-stand","still","fill-stand",1
"sit-stand","still","flat-lost",1
"sit-stand","still","flat-river",1
"sit-stand","still","found-ideal",1
"sit-stand","still","ideal-sit",1
"sit-stand","still","lost-white",1
"sit-stand","still","pine-rock",1
"sit-stand","still","river-flat",1
"sit-stand","still","sit-clever",1
"sit-stand","still","sit-exact",3
"sit-stand","still","sit-flat",4
"sit-stand","still","sit-lemon",1
"sit-stand","still","sit-river",1
"sit-stand","still","sit-stand",6
"sit-stand","still","stand-river",2
"sit-stand","still","stand-sit",4
"sit-stand","symphony","chain-fill",1
"sit-stand","symphony","chain-flat",1
"sit-stand","symphony","clever-fill",1
"sit-stand","symphony","clever-ideal",2
"sit-stand","symphony","clever-sit",2
"sit-stand","symphony","clever-stand",1
"sit-stand","symphony","exact-clever",1
"sit-stand","symphony","flat-clever",1
"sit-stand","symphony","flat-exact",1
"sit-stand","symphony","found-exact",1
"sit-stand","symphony","ideal-clever",2
"sit-stand","symphony","ideal-exact",1
"sit-stand","symphony","ideal-fill",2
"sit-stand","symphony","ideal-river",1
"sit-stand","symphony","ideal-rock",1
"sit-stand","symphony","ideal-sit",2
"sit-stand","symphony","ideal-stand",1
"sit-stand","symphony","river-lemon",1
"sit-stand","symphony","rock-clever",1
"sit-stand","symphony","rock-exact",1
"sit-stand","symphony","sit-fill",1
"sit-stand","symphony","tear-found",1
"sit-stand","symphony","tear-ideal",1
"sit-stand","symphony","tear-lost",1
"sit-stand","symphony","white-white",1
"snake-ash","black","ash-bear",1
"snake-ash","black","ash-dead",2
"snake-ash","black","ash-storm",2
"snake-ash","black","bear-alarm",1
"snake-ash","black","bear-ash",5
"snake-ash","black","bear-house",1
"snake-ash","black","bear-snake",2
"snake-ash","black","bear-storm",1
"snake-ash","black","dead-ash",3
"snake-ash","black","dead-bear",1
"snake-ash","black","dead-hell",2
"snake-ash","black","dead-snake",1
"snake-ash","black","dead-storm",1
"snake-ash","black","hell-ash",1
"snake-ash","black","hell-bear",1
"snake-ash","black","hell-dead",1
"snake-ash","black","pork-pork",1
"snake-ash","black","snake-ash",1
"snake-ash","black","snake-bear",1
"snake-ash","black","snake-hell",1
"snake-ash","molt","alive-snake",1
"snake-ash","molt","ash-hell",1
"snake-ash","molt","bun-fresh",1
"snake-ash","molt","dead-ash",1
"snake-ash","molt","dead-bun",1
"snake-ash","molt","dead-snake",1
"snake-ash","molt","dead-trace",2
"snake-ash","molt","fresh-birth",1
"snake-ash","molt","fresh-snake",1
"snake-ash","molt","hand-ash",1
"snake-ash","molt","hell-ash",4
"snake-ash","molt","hell-dead",1
"snake-ash","molt","hell-tower",1
"snake-ash","molt","pork-dead",1
"snake-ash","molt","pork-pork",1
"snake-ash","molt","snake-ash",2
"snake-ash","molt","snake-bear",1
"snake-ash","molt","snake-birth",2
"snake-ash","molt","snake-dead",2
"snake-ash","molt","snake-snake",1
"snake-ash","molt","snake-trace",1
"snake-ash","molt","tiger-bear",1
"snake-ash","molt","tower-hell",1
"snake-ash","slither","pork-pork",1
"snake-ash","slither","snake-alive",4
"snake-ash","slither","snake-birth",1
"snake-ash","slither","snake-dead",4
"snake-ash","slither","snake-fresh",1
"snake-ash","slither","snake-hand",3
"snake-ash","slither","snake-hell",2
"snake-ash","slither","snake-snake",4
"snake-ash","slither","snake-tiger",3
"snake-ash","slither","snake-trace",6
"snake-ash","slither","trace-snake",1
"snake-ash","you","alarm-alive",1
"snake-ash","you","alive-alarm",1
"snake-ash","you","alive-alive",1
"snake-ash","you","alive-birth",4
"snake-ash","you","alive-dead",1
"snake-ash","you","alive-exam",1
"snake-ash","you","alive-hand",2
"snake-ash","you","alive-lion",1
"snake-ash","you","alive-storm",1
"snake-ash","you","alive-test",1
"snake-ash","you","birth-alive",3
"snake-ash","you","birth-dead",1
"snake-ash","you","birth-hell",1
"snake-ash","you","exam-test",1
"snake-ash","you","fresh-alive",2
"snake-ash","you","hand-alive",1
"snake-ash","you","hand-fresh",1
"snake-ash","you","hand-test",1
"snake-ash","you","house-alive",2
"snake-ash","you","house-bun",1
"snake-ash","you","pork-pork",1
"snake-ash","you","tiger-lion",1
"stern-wind","air","above-above",1
"stern-wind","air","above-below",1
"stern-wind","air","arrow-above",1
"stern-wind","air","below-wind",1
"stern-wind","air","plant-blue",1
"stern-wind","air","plant-sun",1
"stern-wind","air","plant-wind",2
"stern-wind","air","stern-stern",1
"stern-wind","air","sun-above",1
"stern-wind","air","sun-arrow",1
"stern-wind","air","sun-plant",1
"stern-wind","air","sun-wind",2
"stern-wind","air","wind-above",2
"stern-wind","air","wind-arrow",2
"stern-wind","air","wind-bow",1
"stern-wind","air","wind-loose",1
"stern-wind","air","wind-plant",7
"stern-wind","air","wind-sun",3
"stern-wind","galeforce","above-sun",1
"stern-wind","galeforce","blue-sun",1
"stern-wind","galeforce","cup-cup",1
"stern-wind","galeforce","lace-post",1
"stern-wind","galeforce","sun-above",1
"stern-wind","galeforce","sun-blue",1
"stern-wind","galeforce","sun-tent",1
"stern-wind","galeforce","sun-wind",13
"stern-wind","galeforce","tent-sun",1
"stern-wind","galeforce","wind-below",1
"stern-wind","galeforce","wind-plant",1
"stern-wind","galeforce","wind-sun",6
"stern-wind","galeforce","wind-tent",1
"stern-wind","horn","arrow-arrow",1
"stern-wind","horn","arrow-tip",1
"stern-wind","horn","below-loose",1
"stern-wind","horn","blue-blue",1
"stern-wind","horn","bow-tip",1
"stern-wind","horn","cup-tip",1
"stern-wind","horn","gold-cup",1
"stern-wind","horn","gold-silver",2
"stern-wind","horn","lace-arrow",1
"stern-wind","horn","lunch-arrow",1
"stern-wind","horn","post-stern",1
"stern-wind","horn","silver-arrow",1
"stern-wind","horn","stern-arrow",2
"stern-wind","horn","stern-loose",1
"stern-wind","horn","stern-post",1
"stern-wind","horn","sun-post",1
"stern-wind","horn","tent-above",1
"stern-wind","horn","tip-above",1
"stern-wind","horn","tip-arrow",1
"stern-wind","horn","tip-bow",1
"stern-wind","horn","tip-post",1
"stern-wind","horn","tip-stern",2
"stern-wind","horn","wind-arrow",2
"stern-wind","horn","wind-bow",1
"stern-wind","horn","wind-loose",1
"stern-wind","horn","wind-tip",1
"stern-wind","weather","arrow-above",2
"stern-wind","weather","arrow-arrow",1
"stern-wind","weather","arrow-host",1
"stern-wind","weather","arrow-loose",1
"stern-wind","weather","arrow-post",1
"stern-wind","weather","arrow-tent",1
"stern-wind","weather","blue-gold",1
"stern-wind","weather","cup-cup",1
"stern-wind","weather","post-arrow",1
"stern-wind","weather","post-stern",1
"stern-wind","weather","post-tent",1
"stern-wind","weather","sun-blue",1
"stern-wind","weather","tent-sun",1
"stern-wind","weather","tent-tent",1
"stern-wind","weather","wind-above",1
"stern-wind","weather","wind-below",2
"stern-wind","weather","wind-bow",1
"stern-wind","weather","wind-loose",3
"stern-wind","weather","wind-plant",1
"stern-wind","weather","wind-stern",2
"stern-wind","weather","wind-sun",4
"stern-wind","weather","wind-tip",1
"sun-bowl","breakfast","bowl-cup",6
"sun-bowl","breakfast","bowl-lunch",2
"sun-bowl","breakfast","bowl-plant",1
"sun-bowl","breakfast","bowl-sun",1
"sun-bowl","breakfast","cup-bowl",6
"sun-bowl","breakfast","cup-lunch",1
"sun-bowl","breakfast","host-cup",1
"sun-bowl","breakfast","host-host",1
"sun-bowl","breakfast","host-post",1
"sun-bowl","breakfast","lunch-bowl",7
"sun-bowl","breakfast","silver-lunch",1
"sun-bowl","breakfast","sun-cup",1
"sun-bowl","breakfast","sun-lunch",1
"sun-bowl","contain","below-above",1
"sun-bowl","contain","bowl-cup",2
"sun-bowl","contain","bowl-gold",1
"sun-bowl","contain","cup-below",1
"sun-bowl","contain","cup-bowl",5
"sun-bowl","contain","cup-lunch",1
"sun-bowl","contain","cup-post",1
"sun-bowl","contain","cup-tent",1
"sun-bowl","contain","host-above",1
"sun-bowl","contain","host-tent",1
"sun-bowl","contain","lace-host",1
"sun-bowl","contain","loose-bowl",1
"sun-bowl","contain","loose-cup",1
"sun-bowl","contain","loose-lace",1
"sun-bowl","contain","plant-cup",1
"sun-bowl","contain","plant-tent",1
"sun-bowl","contain","stern-host",1
"sun-bowl","contain","sun-tip",1
"sun-bowl","contain","tent-cup",3
"sun-bowl","contain","tent-lunch",1
"sun-bowl","contain","tent-post",1
"sun-bowl","contain","tip-tip",1
"sun-bowl","contain","wind-bowl",1
"sun-bowl","heat","above-below",2
"sun-bowl","heat","cup-sun",1
"sun-bowl","heat","gold-sun",1
"sun-bowl","heat","lace-post",1
"sun-bowl","heat","plant-wind",1
"sun-bowl","heat","stern-stern",1
"sun-bowl","heat","sun-above",2
"sun-bowl","heat","sun-below",1
"sun-bowl","heat","sun-bowl",1
"sun-bowl","heat","sun-cup",1
"sun-bowl","heat","sun-gold",1
"sun-bowl","heat","sun-lace",1
"sun-bowl","heat","sun-lunch",4
"sun-bowl","heat","sun-plant",3
"sun-bowl","heat","sun-stern",1
"sun-bowl","heat","sun-sun",2
"sun-bowl","heat","sun-tent",4
"sun-bowl","heat","sun-wind",2
"sun-bowl","set","above-below",2
"sun-bowl","set","arrow-bow",1
"sun-bowl","set","arrow-post",1
"sun-bowl","set","arrow-sun",1
"sun-bowl","set","below-above",1
"sun-bowl","set","below-tip",1
"sun-bowl","set","blue-above",1
"sun-bowl","set","bowl-sun",1
"sun-bowl","set","cup-above",1
"sun-bowl","set","cup-arrow",1
"sun-bowl","set","cup-sun",1
"sun-bowl","set","cup-tip",1
"sun-bowl","set","lace-lace",1
"sun-bowl","set","lace-loose",1
"sun-bowl","set","plant-sun",1
"sun-bowl","set","post-above",1
"sun-bowl","set","post-bowl",1
"sun-bowl","set","stern-bow",1
"sun-bowl","set","sun-silver",1
"sun-bowl","set","tent-arrow",1
"sun-bowl","set","tent-bow",1
"sun-bowl","set","tent-lunch",2
"sun-bowl","set","tent-plant",2
"sun-bowl","set","tent-post",1
"sun-bowl","set","tip-above",1
"sun-bowl","set","tip-gold",1
"sun-bowl","set","tip-post",1
"tea-bean","coffee","bean-bean",1
"tea-bean","coffee","bean-clove",1
"tea-bean","coffee","bean-peak",1
"tea-bean","coffee","bean-strawberry",1
"tea-bean","coffee","bean-tea",14
"tea-bean","coffee","dusk-tea",1
"tea-bean","coffee","hard-bean",1
"tea-bean","coffee","strawberry-bean",1
"tea-bean","coffee","tea-bean",6
"tea-bean","coffee","tea-hand",1
"tea-bean","coffee","tea-peak",1
"tea-bean","coffee","valley-bluejay",1
"tea-bean","food","bean-strawberry",8
"tea-bean","food","bean-tea",3
"tea-bean","food","pendulum-peak",1
"tea-bean","food","strawberry-bean",12
"tea-bean","food","strawberry-tea",2
"tea-bean","food","tea-bean",2
"tea-bean","food","tea-clove",1
"tea-bean","food","tea-strawberry",1
"tea-bean","starbucks","bean-strawberry",2
"tea-bean","starbucks","bean-tea",12
"tea-bean","starbucks","clove-kick",1
"tea-bean","starbucks","coffin-strawberry",2
"tea-bean","starbucks","coffin-tea",1
"tea-bean","starbucks","strawberry-tea",2
"tea-bean","starbucks","tea-action",2
"tea-bean","starbucks","tea-bean",4
"tea-bean","starbucks","tea-strawberry",3
"tea-bean","starbucks","tourist-tea",1
"tea-bean","time","action-coffin",1
"tea-bean","time","action-hand",1
"tea-bean","time","blank-command",1
"tea-bean","time","blank-dusk",1
"tea-bean","time","dusk-action",2
"tea-bean","time","dusk-blank",1
"tea-bean","time","dusk-hard",1
"tea-bean","time","dusk-peak",3
"tea-bean","time","dusk-pendulum",2
"tea-bean","time","hand-pendulum",1
"tea-bean","time","peak-blank",1
"tea-bean","time","peak-dusk",2
"tea-bean","time","pendulum-action",1
"tea-bean","time","pendulum-comedy",1
"tea-bean","time","pendulum-dusk",6
"tea-bean","time","pendulum-hand",1
"tea-bean","time","pendulum-hard",1
"tea-bean","time","pendulum-tea",1
"tea-bean","time","strawberry-pull",1
"tea-bean","time","valley-bluejay",1
"teeth-gums","brush","gums-teeth",6
"teeth-gums","brush","hammer-road",1
"teeth-gums","brush","hammer-tiny",1
"teeth-gums","brush","paper-tool",1
"teeth-gums","brush","road-paper",1
"teeth-gums","brush","shine-teeth",1
"teeth-gums","brush","shine-tool",1
"teeth-gums","brush","teeth-fairy",2
"teeth-gums","brush","teeth-gums",4
"teeth-gums","brush","teeth-jam",1
"teeth-gums","brush","teeth-shine",2
"teeth-gums","brush","teeth-teeth",1
"teeth-gums","brush","teeth-tool",5
"teeth-gums","brush","tool-paper",3
"teeth-gums","floss","fairy-teeth",1
"teeth-gums","floss","gums-chip",1
"teeth-gums","floss","gums-teeth",8
"teeth-gums","floss","gums-tool",1
"teeth-gums","floss","paper-jam",1
"teeth-gums","floss","rude-paper",1
"teeth-gums","floss","teeth-chip",1
"teeth-gums","floss","teeth-fairy",1
"teeth-gums","floss","teeth-gums",13
"teeth-gums","floss","teeth-shine",1
"teeth-gums","floss","teeth-tool",1
"teeth-gums","gingivitis","gray-gums",1
"teeth-gums","gingivitis","gums-fairy",1
"teeth-gums","gingivitis","gums-gray",3
"teeth-gums","gingivitis","gums-gums",1
"teeth-gums","gingivitis","gums-teeth",14
"teeth-gums","gingivitis","jam-teeth",1
"teeth-gums","gingivitis","regret-rude",1
"teeth-gums","gingivitis","road-jam",1
"teeth-gums","gingivitis","teeth-chip",1
"teeth-gums","gingivitis","teeth-gums",5
"teeth-gums","gingivitis","teeth-rude",1
"teeth-gums","mouth","chip-road",1
"teeth-gums","mouth","chip-rude",1
"teeth-gums","mouth","fairy-gums",2
"teeth-gums","mouth","gums-teeth",8
"teeth-gums","mouth","mild-teeth",1
"teeth-gums","mouth","rude-jam",1
"teeth-gums","mouth","rude-teeth",1
"teeth-gums","mouth","teeth-fairy",1
"teeth-gums","mouth","teeth-gums",10
"teeth-gums","mouth","teeth-jam",1
"teeth-gums","mouth","teeth-rude",1
"teeth-gums","mouth","teeth-shine",1
"teeth-gums","mouth","tiny-gums",1
"toes-dracula","claw","bat-bacteria",2
"toes-dracula","claw","bat-dracula",6
"toes-dracula","claw","dracula-bat",6
"toes-dracula","claw","dracula-toes",4
"toes-dracula","claw","drink-bat",1
"toes-dracula","claw","drink-dracula",2
"toes-dracula","claw","drink-knob",1
"toes-dracula","claw","neutron-priest",1
"toes-dracula","claw","painter-bat",1
"toes-dracula","claw","toes-bat",3
"toes-dracula","claw","toes-dracula",1
"toes-dracula","claw","toes-knob",1
"toes-dracula","claw","toes-toes",1
"toes-dracula","count","agenda-cello",1
"toes-dracula","count","agenda-rhythm",1
"toes-dracula","count","bounce-rhythm",1
"toes-dracula","count","debate-agenda",2
"toes-dracula","count","debate-bacteria",1
"toes-dracula","count","dracula-debate",1
"toes-dracula","count","dracula-dracula",1
"toes-dracula","count","dracula-rhythm",6
"toes-dracula","count","dracula-toes",2
"toes-dracula","count","neutron-debate",1
"toes-dracula","count","neutron-gold",1
"toes-dracula","count","rhythm-agenda",1
"toes-dracula","count","rhythm-bell",1
"toes-dracula","count","rhythm-dracula",1
"toes-dracula","count","rhythm-gold",1
"toes-dracula","count","toes-agenda",1
"toes-dracula","count","toes-bacteria",2
"toes-dracula","count","toes-bat",1
"toes-dracula","count","toes-bell",1
"toes-dracula","count","toes-dracula",1
"toes-dracula","count","toes-rhythm",2
"toes-dracula","person","bacteria-priest",1
"toes-dracula","person","dracula-drink",1
"toes-dracula","person","dracula-neutron",1
"toes-dracula","person","dracula-painter",3
"toes-dracula","person","dracula-priest",7
"toes-dracula","person","dracula-toes",1
"toes-dracula","person","knob-gold",1
"toes-dracula","person","neutron-drink",1
"toes-dracula","person","neutron-painter",1
"toes-dracula","person","painter-priest",4
"toes-dracula","person","priest-bacteria",1
"toes-dracula","person","priest-dracula",2
"toes-dracula","person","priest-painter",3
"toes-dracula","person","toes-bacteria",1
"toes-dracula","person","toes-drink",1
"toes-dracula","person","toes-painter",1
"toes-dracula","twilight","agenda-window",1
"toes-dracula","twilight","almond-drink",1
"toes-dracula","twilight","bat-bell",1
"toes-dracula","twilight","bat-dracula",2
"toes-dracula","twilight","bat-drink",1
"toes-dracula","twilight","dracula-bat",11
"toes-dracula","twilight","dracula-bell",3
"toes-dracula","twilight","dracula-cello",1
"toes-dracula","twilight","dracula-debate",1
"toes-dracula","twilight","dracula-drink",1
"toes-dracula","twilight","dracula-lunch",1
"toes-dracula","twilight","dracula-neutron",1
"toes-dracula","twilight","dracula-rhythm",1
"toes-dracula","twilight","dracula-window",1
"toes-dracula","twilight","neutron-dracula",1
"toes-dracula","twilight","window-bat",2
"tourist-comedy","fun","action-comedy",4
"tourist-comedy","fun","action-strawberry",1
"tourist-comedy","fun","action-tourist",3
"tourist-comedy","fun","comedy-action",5
"tourist-comedy","fun","comedy-tourist",2
"tourist-comedy","fun","comedy-valley",1
"tourist-comedy","fun","command-action",1
"tourist-comedy","fun","command-tourist",1
"tourist-comedy","fun","kick-comedy",2
"tourist-comedy","fun","pendulum-tourist",1
"tourist-comedy","fun","shampoo-dusk",1
"tourist-comedy","fun","tourist-comedy",7
"tourist-comedy","fun","valley-tourist",1
"tourist-comedy","las vegas","action-comedy",1
"tourist-comedy","las vegas","action-tourist",2
"tourist-comedy","las vegas","comedy-peak",1
"tourist-comedy","las vegas","comedy-valley",1
"tourist-comedy","las vegas","dusk-action",1
"tourist-comedy","las vegas","dusk-comedy",1
"tourist-comedy","las vegas","peak-tourist",1
"tourist-comedy","las vegas","pull-strawberry",1
"tourist-comedy","las vegas","strawberry-valley",1
"tourist-comedy","las vegas","tourist-action",2
"tourist-comedy","las vegas","tourist-clove",1
"tourist-comedy","las vegas","tourist-coffin",1
"tourist-comedy","las vegas","tourist-comedy",5
"tourist-comedy","las vegas","tourist-dusk",1
"tourist-comedy","las vegas","tourist-hard",1
"tourist-comedy","las vegas","tourist-pull",1
"tourist-comedy","las vegas","tourist-valley",2
"tourist-comedy","las vegas","valley-blank",1
"tourist-comedy","las vegas","valley-comedy",2
"tourist-comedy","las vegas","valley-tourist",3
"tourist-comedy","show","action-comedy",4
"tourist-comedy","show","action-hand",1
"tourist-comedy","show","action-valley",1
"tourist-comedy","show","comedy-action",10
"tourist-comedy","show","comedy-dusk",1
"tourist-comedy","show","comedy-tourist",6
"tourist-comedy","show","command-comedy",1
"tourist-comedy","show","hand-comedy",1
"tourist-comedy","show","hard-bean",1
"tourist-comedy","show","kick-blank",1
"tourist-comedy","show","tourist-action",1
"tourist-comedy","show","tourist-comedy",1
"tourist-comedy","show","tourist-valley",1
"tourist-comedy","theatre","action-comedy",5
"tourist-comedy","theatre","action-hard",1
"tourist-comedy","theatre","comedy-action",7
"tourist-comedy","theatre","comedy-command",1
"tourist-comedy","theatre","comedy-hand",1
"tourist-comedy","theatre","comedy-peak",1
"tourist-comedy","theatre","comedy-tourist",5
"tourist-comedy","theatre","command-peak",1
"tourist-comedy","theatre","hand-valley",1
"tourist-comedy","theatre","hard-action",1
"tourist-comedy","theatre","tourist-action",1
"tourist-comedy","theatre","tourist-comedy",4
"tourist-comedy","theatre","tourist-peak",1
"travel-ankle","ale","ankle-paste",1
"travel-ankle","ale","bet-hope",1
"travel-ankle","ale","chief-poor",1
"travel-ankle","ale","dream-bet",1
"travel-ankle","ale","dream-dream",1
"travel-ankle","ale","fork-spoon",1
"travel-ankle","ale","give-dream",1
"travel-ankle","ale","give-poor",1
"travel-ankle","ale","give-usual",1
"travel-ankle","ale","gun-paste",1
"travel-ankle","ale","leap-glue",1
"travel-ankle","ale","paste-chief",1
"travel-ankle","ale","paste-dream",1
"travel-ankle","ale","path-give",1
"travel-ankle","ale","poor-fork",1
"travel-ankle","ale","poor-poor",1
"travel-ankle","ale","poor-travel",1
"travel-ankle","ale","poor-weak",1
"travel-ankle","ale","spoon-bet",1
"travel-ankle","ale","spoon-paste",1
"travel-ankle","ale","travel-gun",1
"travel-ankle","ale","travel-spoon",2
"travel-ankle","ale","usual-bet",1
"travel-ankle","ale","usual-gun",1
"travel-ankle","ale","usual-poor",1
"travel-ankle","ale","usual-travel",1
"travel-ankle","ale","weak-chief",1
"travel-ankle","ale","weak-hope",1
"travel-ankle","ale","weak-spoon",1
"travel-ankle","break","ankle-ankle",1
"travel-ankle","break","ankle-dream",1
"travel-ankle","break","ankle-hope",1
"travel-ankle","break","ankle-leap",1
"travel-ankle","break","ankle-paste",1
"travel-ankle","break","ankle-spoon",1
"travel-ankle","break","ankle-travel",2
"travel-ankle","break","ankle-weak",5
"travel-ankle","break","chief-paste",1
"travel-ankle","break","dream-fork",1
"travel-ankle","break","dream-gun",1
"travel-ankle","break","glue-ankle",1
"travel-ankle","break","glue-paste",1
"travel-ankle","break","glue-weak",2
"travel-ankle","break","gun-chief",1
"travel-ankle","break","poor-weak",1
"travel-ankle","break","spoon-glue",1
"travel-ankle","break","travel-dream",1
"travel-ankle","break","weak-ankle",4
"travel-ankle","break","weak-glue",1
"travel-ankle","break","weak-usual",1
"travel-ankle","trip","ankle-angel",1
"travel-ankle","trip","ankle-path",1
"travel-ankle","trip","ankle-weak",1
"travel-ankle","trip","dream-travel",1
"travel-ankle","trip","jump-ankle",1
"travel-ankle","trip","leap-leap",1
"travel-ankle","trip","path-dream",1
"travel-ankle","trip","path-travel",1
"travel-ankle","trip","travel-ankle",3
"travel-ankle","trip","travel-bet",1
"travel-ankle","trip","travel-dream",6
"travel-ankle","trip","travel-glue",1
"travel-ankle","trip","travel-path",10
"travel-ankle","trip","weak-jump",1
"travel-ankle","walk","ankle-leap",1
"travel-ankle","walk","ankle-path",1
"travel-ankle","walk","ankle-travel",1
"travel-ankle","walk","jump-leap",3
"travel-ankle","walk","leap-ankle",1
"travel-ankle","walk","leap-jump",3
"travel-ankle","walk","path-ankle",5
"travel-ankle","walk","path-jump",2
"travel-ankle","walk","path-travel",3
"travel-ankle","walk","travel-ankle",2
"travel-ankle","walk","travel-path",8
"tree-oak","deciduous","analyze-idiot",1
"tree-oak","deciduous","analyze-quick",1
"tree-oak","deciduous","beam-firm",1
"tree-oak","deciduous","bench-analyze",1
"tree-oak","deciduous","bench-bench",1
"tree-oak","deciduous","bench-cut",1
"tree-oak","deciduous","cave-idiot",1
"tree-oak","deciduous","firm-cut",1
"tree-oak","deciduous","glow-glow",2
"tree-oak","deciduous","idiot-cut",1
"tree-oak","deciduous","idiot-idiot",1
"tree-oak","deciduous","oak-cut",1
"tree-oak","deciduous","oak-red",1
"tree-oak","deciduous","oak-tree",7
"tree-oak","deciduous","quick-analyze",1
"tree-oak","deciduous","quick-quick",1
"tree-oak","deciduous","red-beam",1
"tree-oak","deciduous","tree-oak",4
"tree-oak","deciduous","tree-robin",1
"tree-oak","deciduous","tree-tree",1
"tree-oak","green","bench-tree",1
"tree-oak","green","cut-trim",2
"tree-oak","green","glow-tree",1
"tree-oak","green","oak-bird",1
"tree-oak","green","oak-tree",6
"tree-oak","green","red-oak",1
"tree-oak","green","red-robin",1
"tree-oak","green","red-tree",3
"tree-oak","green","sight-glow",1
"tree-oak","green","tree-bird",1
"tree-oak","green","tree-glow",1
"tree-oak","green","tree-month",1
